,word,tag,,,,,,,,,,,,,,,
49680,The,,,,,,,,,,,,,,,,
49681,white,,,,,,,,,,,,,,,,
49682,ground,,,,,,,,,,,,,,,,
49683,gives,,,,,,,,,,,,,,,,
49684,it,,,,,,,,,,,,,,,,
49685,greater,,,,,,,,,,,,,,,,
49686,definition,,,,,,,,,,,,,,,,
49687,than,,,,,,,,,,,,,,,,
49688,his,,,,,,,,,,,,,,,,
49689,earlier,,,,,,,,,,,,,,,,
49690,prints,,,,,,,,,,,,,,,,
49691,",",,,,,,,,,,,,,,,,
49692,and,,,,,,,,,,,,,,,,
49693,the,,,,,,,,,,,,,,,,
49694,placement,,,,,,,,,,,,,,,,
49695,of,,,,,,,,,,,,,,,,
49696,the,,,,,,,,,,,,,,,,
49697,image,,,,,,,,,,,,,,,,
49698,on,,,,,,,,,,,,,,,,
49699,the,,,,,,,,,,,,,,,,
49700,sheet,,,,,,,,,,,,,,,,
49701,is,,,,,,,,,,,,,,,,
49702,carefully,,,,,,,,,,,,,,,,
49703,considered,,,,,,,,,,,,,,,,
49704,.,,,,,,,,,,,,,,,,
49705, ,,,,,,,,,,,,,,,,
49706,\u003c\/p\u003e\n\u003cp\u003e\u003cb\u003eMaterial\u003c\/b\u003e,,,,,,,,,,,,,,,,
49707,220gsm,,,,,,,,,,,,,,,,
49708,matte,,,,,,,,,,,,,,,,
49709,art,,,,,,,,,,,,,,,,
49710,paper,,,,,,,,,,,,,,,,
49711,",",,,,,,,,,,,,,,,,
49712,wooden,,,,,,,,,,,,,,,,
49713,frame,,,,,,,,,,,,,,,,
49714,(,,,,,,,,,,,,,,,,
49715,black,,,,,,,,,,,,,,,,
49716,or,,,,,,,,,,,,,,,,
49717,white,,,,,,,,,,,,,,,,
49718,),,,,,,,,,,,,,,,,
49719,",",,,,,,,,,,,,,,,,
49720,glass,,,,,,,,,,,,,,,,
49721,front\u003c\/p\u003e\n\u003cp\u003e\u003cstrong\u003eSize\u003c\/strong\u003e,,,,,,,,,,,,,,,,
49722, ,,,,,,,,,,,,,,,,
49723,310W,,,,,,,,,,,,,,,,
49724,x,,,,,,,,,,,,,,,,
49725,380H,,,,,,,,,,,,,,,,
49726,"mm\u003c\/p\u003e"",""published_at"":""2019",,,,,,,,,,,,,,,,
49727,-,,,,,,,,,,,,,,,,
49728,4,,,,,,,,,,,,,,,,
49729,-,,,,,,,,,,,,,,,,
49730,05T12:39:08,,,,,,,,,,,,,,,,
49731,+,,,,,,,,,,,,,,,,
49732,"13:00"",""created_at"":""2019",,,,,,,,,,,,,,,,
49733,-,,,,,,,,,,,,,,,,
49734,4,,,,,,,,,,,,,,,,
49735,-,,,,,,,,,,,,,,,,
49736,05T12:39:08,,,,,,,,,,,,,,,,
49737,+,,,,,,,,,,,,,,,,
49738,"13:00"",""vendor"":""Gordon",,,,,,,,,,,,,,,,
49739,"Walters"",""type"":""Art"",""tags"":[""Accents"",""Art"",""AW19"",""Homeware""],""price"":12900,""price_min"":12900,""price_max"":12900,""available"":true,""price_varies"":false,""compare_at_price"":null,""compare_at_price_min"":0,""compare_at_price_max"":0,""compare_at_price_varies"":false,""variants"":[{""id"":14552568725567,""title"":""Black",,,,,,,,,,,,,,,,
49740,with,,,,,,,,,,,,,,,,
49741,"Glass"",""option1"":""Black",,,,,,,,,,,,,,,,
49742,with,,,,,,,,,,,,,,,,
49743,"Glass"",""option2"":null,""option3"":null,""sku"":""gordon",,,,,,,,,,,,,,,,
49744,-,,,,,,,,,,,,,,,,
49745,walters,,,,,,,,,,,,,,,,
49746,-,,,,,,,,,,,,,,,,
49747,print,,,,,,,,,,,,,,,,
49748,---,,,,,,,,,,,,,,,,
49749,"tama"",""requires_shipping"":true,""taxable"":true,""featured_image"":{""id"":15598402666559,""product_id"":1776754917439,""position"":2,""created_at"":""2020",,,,,,,,,,,,,,,,
49750,-,,,,,,,,,,,,,,,,
49751,11,,,,,,,,,,,,,,,,
49752,-,,,,,,,,,,,,,,,,
49753,05T07:19:32,,,,,,,,,,,,,,,,
49754,+,,,,,,,,,,,,,,,,
49755,"13:00"",""updated_at"":""2020",,,,,,,,,,,,,,,,
49756,-,,,,,,,,,,,,,,,,
49757,11,,,,,,,,,,,,,,,,
49758,-,,,,,,,,,,,,,,,,
49759,05T07:19:34,,,,,,,,,,,,,,,,
49760,+,,,,,,,,,,,,,,,,
49761,"13:00"",""alt"":null,""width"":750,""height"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49762,-,,,,,,,,,,,,,,,,
49763,"Tama_blackframe.jpg?v=1604513974"",""variant_ids"":[14552568725567]},""available"":true,""name"":""Gordon",,,,,,,,,,,,,,,,
49764,Walters,,,,,,,,,,,,,,,,
49765,Print,,,,,,,,,,,,,,,,
49766,-,,,,,,,,,,,,,,,,
49767,Tama,,,,,,,,,,,,,,,,
49768,-,,,,,,,,,,,,,,,,
49769,Black,,,,,,,,,,,,,,,,
49770,with,,,,,,,,,,,,,,,,
49771,"Glass"",""public_title"":""Black",,,,,,,,,,,,,,,,
49772,with,,,,,,,,,,,,,,,,
49773,"Glass"",""options"":[""Black",,,,,,,,,,,,,,,,
49774,with,,,,,,,,,,,,,,,,
49775,"Glass""],""price"":12900,""weight"":0,""compare_at_price"":null,""inventory_quantity"":1,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""featured_media"":{""alt"":null,""id"":7765248311359,""position"":2,""preview_image"":{""aspect_ratio"":1.0,""height"":750,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49776,-,,,,,,,,,,,,,,,,
49777,"Tama_blackframe.jpg?v=1604513974""}},""requires_selling_plan"":false,""selling_plan_allocations"":[]},{""id"":14552568758335,""title"":""White",,,,,,,,,,,,,,,,
49778,with,,,,,,,,,,,,,,,,
49779,"Glass"",""option1"":""White",,,,,,,,,,,,,,,,
49780,with,,,,,,,,,,,,,,,,
49781,"Glass"",""option2"":null,""option3"":null,""sku"":""gordon",,,,,,,,,,,,,,,,
49782,-,,,,,,,,,,,,,,,,
49783,walters,,,,,,,,,,,,,,,,
49784,-,,,,,,,,,,,,,,,,
49785,print,,,,,,,,,,,,,,,,
49786,---,,,,,,,,,,,,,,,,
49787,"tama1"",""requires_shipping"":true,""taxable"":true,""featured_image"":{""id"":15598402568255,""product_id"":1776754917439,""position"":3,""created_at"":""2020",,,,,,,,,,,,,,,,
49788,-,,,,,,,,,,,,,,,,
49789,11,,,,,,,,,,,,,,,,
49790,-,,,,,,,,,,,,,,,,
49791,05T07:19:32,,,,,,,,,,,,,,,,
49792,+,,,,,,,,,,,,,,,,
49793,"13:00"",""updated_at"":""2020",,,,,,,,,,,,,,,,
49794,-,,,,,,,,,,,,,,,,
49795,11,,,,,,,,,,,,,,,,
49796,-,,,,,,,,,,,,,,,,
49797,05T07:19:32,,,,,,,,,,,,,,,,
49798,+,,,,,,,,,,,,,,,,
49799,"13:00"",""alt"":null,""width"":750,""height"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49800,-,,,,,,,,,,,,,,,,
49801,"Tama_whiteframe.jpg?v=1604513972"",""variant_ids"":[14552568758335]},""available"":true,""name"":""Gordon",,,,,,,,,,,,,,,,
49802,Walters,,,,,,,,,,,,,,,,
49803,Print,,,,,,,,,,,,,,,,
49804,-,,,,,,,,,,,,,,,,
49805,Tama,,,,,,,,,,,,,,,,
49806,-,,,,,,,,,,,,,,,,
49807,White,,,,,,,,,,,,,,,,
49808,with,,,,,,,,,,,,,,,,
49809,"Glass"",""public_title"":""White",,,,,,,,,,,,,,,,
49810,with,,,,,,,,,,,,,,,,
49811,"Glass"",""options"":[""White",,,,,,,,,,,,,,,,
49812,with,,,,,,,,,,,,,,,,
49813,"Glass""],""price"":12900,""weight"":0,""compare_at_price"":null,""inventory_quantity"":1,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""featured_media"":{""alt"":null,""id"":7765248376895,""position"":3,""preview_image"":{""aspect_ratio"":1.0,""height"":750,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49814,-,,,,,,,,,,,,,,,,
49815,"Tama_whiteframe.jpg?v=1604513972""}},""requires_selling_plan"":false,""selling_plan_allocations"":[]}],""images"":[""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49816,-,,,,,,,,,,,,,,,,
49817,"Tama_matted.jpg?v=1604513974"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49818,-,,,,,,,,,,,,,,,,
49819,"Tama_blackframe.jpg?v=1604513974"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49820,-,,,,,,,,,,,,,,,,
49821,"Tama_whiteframe.jpg?v=1604513972""],""featured_image"":""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49822,-,,,,,,,,,,,,,,,,
49823,"Tama_matted.jpg?v=1604513974"",""options"":[""Frame""],""media"":[{""alt"":null,""id"":7765248344127,""position"":1,""preview_image"":{""aspect_ratio"":1.0,""height"":750,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49824,-,,,,,,,,,,,,,,,,
49825,"Tama_matted.jpg?v=1604513974""},""aspect_ratio"":1.0,""height"":750,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49826,-,,,,,,,,,,,,,,,,
49827,"Tama_matted.jpg?v=1604513974"",""width"":750},{""alt"":null,""id"":7765248311359,""position"":2,""preview_image"":{""aspect_ratio"":1.0,""height"":750,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49828,-,,,,,,,,,,,,,,,,
49829,"Tama_blackframe.jpg?v=1604513974""},""aspect_ratio"":1.0,""height"":750,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49830,-,,,,,,,,,,,,,,,,
49831,"Tama_blackframe.jpg?v=1604513974"",""width"":750},{""alt"":null,""id"":7765248376895,""position"":3,""preview_image"":{""aspect_ratio"":1.0,""height"":750,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49832,-,,,,,,,,,,,,,,,,
49833,"Tama_whiteframe.jpg?v=1604513972""},""aspect_ratio"":1.0,""height"":750,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/GordonWaltersPrint",,,,,,,,,,,,,,,,
49834,-,,,,,,,,,,,,,,,,
49835,"Tama_whiteframe.jpg?v=1604513972"",""width"":750}],""requires_selling_plan"":false,""selling_plan_groups"":[],""content"":""\u003cp\u003eWellington",,,,,,,,,,,,,,,,
49836,born,,,,,,,,,,,,,,,,
49837,artist,,,,,,,,,,,,,,,,
49838,and,,,,,,,,,,,,,,,,
49839,graphic,,,,,,,,,,,,,,,,
49840,designer,,,,,,,,,,,,,,,,
49841,Gordon,,,,,,,,,,,,,,,,
49842,Walters,,,,,,,,,,,,,,,,
49843,(,,,,,,,,,,,,,,,,
49844,1919,,,,,,,,,,,,,,,,
49845,-,,,,,,,,,,,,,,,,
49846,1995,,,,,,,,,,,,,,,,
49847,),,,,,,,,,,,,,,,,
49848,is,,,,,,,,,,,,,,,,
49849,renowned,,,,,,,,,,,,,,,,
49850,for,,,,,,,,,,,,,,,,
49851,combining,,,,,,,,,,,,,,,,
49852,the,,,,,,,,,,,,,,,,
49853,symbolic,,,,,,,,,,,,,,,,
49854,Maori,,,,,,,,,,,,,,,,
49855,koru,,,,,,,,,,,,,,,,
49856,with,,,,,,,,,,,,,,,,
49857,European,,,,,,,,,,,,,,,,
49858,abstraction,,,,,,,,,,,,,,,,
49859,in,,,,,,,,,,,,,,,,
49860,seemingly,,,,,,,,,,,,,,,,
49861,endless,,,,,,,,,,,,,,,,
49862,ways,,,,,,,,,,,,,,,,
49863,.,,,,,,,,,,,,,,,,
49864,For,,,,,,,,,,,,,,,,
49865,Maori,,,,,,,,,,,,,,,,
49866,",",,,,,,,,,,,,,,,,
49867,the,,,,,,,,,,,,,,,,
49868,koru,,,,,,,,,,,,,,,,
49869,symbolises,,,,,,,,,,,,,,,,
49870,new,,,,,,,,,,,,,,,,
49871,life,,,,,,,,,,,,,,,,
49872,and,,,,,,,,,,,,,,,,
49873,has,,,,,,,,,,,,,,,,
49874,a,,,,,,,,,,,,,,,,
49875,special,,,,,,,,,,,,,,,,
49876,place,,,,,,,,,,,,,,,,
49877,in,,,,,,,,,,,,,,,,
49878,customary,,,,,,,,,,,,,,,,
49879,art,,,,,,,,,,,,,,,,
49880,.,,,,,,,,,,,,,,,,
49881,Its,,,,,,,,,,,,,,,,
49882,use,,,,,,,,,,,,,,,,
49883,by,,,,,,,,,,,,,,,,
49884,non,,,,,,,,,,,,,,,,
49885,-,,,,,,,,,,,,,,,,
49886,Maori,,,,,,,,,,,,,,,,
49887,artists,,,,,,,,,,,,,,,,
49888,such,,,,,,,,,,,,,,,,
49889,as,,,,,,,,,,,,,,,,
49890,Walters,,,,,,,,,,,,,,,,
49891,has,,,,,,,,,,,,,,,,
49892,been,,,,,,,,,,,,,,,,
49893,hotly,,,,,,,,,,,,,,,,
49894,debated.\u003c\/p\u003e\n\u003cp\u003e\u003cem\u003eTama,,,,,,,,,,,,,,,,
49895,(,,,,,,,,,,,,,,,,
49896,1977)\u003c\/em\u003e,,,,,,,,,,,,,,,,
49897,was,,,,,,,,,,,,,,,,
49898,Walters,,,,,,,,,,,,,,,,
49899,’,,,,,,,,,,,,,,,,
49900,first,,,,,,,,,,,,,,,,
49901,fully,,,,,,,,,,,,,,,,
49902,realised,,,,,,,,,,,,,,,,
49903,print,,,,,,,,,,,,,,,,
49904,—,,,,,,,,,,,,,,,,
49905,and,,,,,,,,,,,,,,,,
49906,one,,,,,,,,,,,,,,,,
49907,of,,,,,,,,,,,,,,,,
49908,his,,,,,,,,,,,,,,,,
49909,finest,,,,,,,,,,,,,,,,
49910,.,,,,,,,,,,,,,,,,
49911,The,,,,,,,,,,,,,,,,
49912,white,,,,,,,,,,,,,,,,
49913,ground,,,,,,,,,,,,,,,,
49914,gives,,,,,,,,,,,,,,,,
49915,it,,,,,,,,,,,,,,,,
49916,greater,,,,,,,,,,,,,,,,
49917,definition,,,,,,,,,,,,,,,,
49918,than,,,,,,,,,,,,,,,,
49919,his,,,,,,,,,,,,,,,,
49920,earlier,,,,,,,,,,,,,,,,
49921,prints,,,,,,,,,,,,,,,,
49922,",",,,,,,,,,,,,,,,,
49923,and,,,,,,,,,,,,,,,,
49924,the,,,,,,,,,,,,,,,,
49925,placement,,,,,,,,,,,,,,,,
49926,of,,,,,,,,,,,,,,,,
49927,the,,,,,,,,,,,,,,,,
49928,image,,,,,,,,,,,,,,,,
49929,on,,,,,,,,,,,,,,,,
49930,the,,,,,,,,,,,,,,,,
49931,sheet,,,,,,,,,,,,,,,,
49932,is,,,,,,,,,,,,,,,,
49933,carefully,,,,,,,,,,,,,,,,
49934,considered,,,,,,,,,,,,,,,,
49935,.,,,,,,,,,,,,,,,,
49936, ,,,,,,,,,,,,,,,,
49937,\u003c\/p\u003e\n\u003cp\u003e\u003cb\u003eMaterial\u003c\/b\u003e,,,,,,,,,,,,,,,,
49938,220gsm,,,,,,,,,,,,,,,,
49939,matte,,,,,,,,,,,,,,,,
49940,art,,,,,,,,,,,,,,,,
49941,paper,,,,,,,,,,,,,,,,
49942,",",,,,,,,,,,,,,,,,
49943,wooden,,,,,,,,,,,,,,,,
49944,frame,,,,,,,,,,,,,,,,
49945,(,,,,,,,,,,,,,,,,
49946,black,,,,,,,,,,,,,,,,
49947,or,,,,,,,,,,,,,,,,
49948,white,,,,,,,,,,,,,,,,
49949,),,,,,,,,,,,,,,,,
49950,",",,,,,,,,,,,,,,,,
49951,glass,,,,,,,,,,,,,,,,
49952,front\u003c\/p\u003e\n\u003cp\u003e\u003cstrong\u003eSize\u003c\/strong\u003e,,,,,,,,,,,,,,,,
49953, ,,,,,,,,,,,,,,,,
49954,310W,,,,,,,,,,,,,,,,
49955,x,,,,,,,,,,,,,,,,
49956,380H,,,,,,,,,,,,,,,,
49957,mm\u003c\/p\u003e,,,,,,,,,,,,,,,,
49958,"""",,,,,,,,,,,,,,,,
49959,},,,,,,,,,,,,,,,,
49960,Gordon,B-PROD,,,,,,,,,,,,,,,
49961,Walters,I-PROD,,,,,,,,,,,,,,,
49962,Print,I-PROD,,,,,,,,,,,,,,,
49963,-,I-PROD,,,,,,,,,,,,,,,
49964,Tama,I-PROD,,,,,,,,,,,,,,,
49965,$,,,,,,,,,,,,,,,,
49966,129,,,,,,,,,,,,,,,,
49967,Wellington,,,,,,,,,,,,,,,,
49968,born,,,,,,,,,,,,,,,,
49969,artist,,,,,,,,,,,,,,,,
49970,and,,,,,,,,,,,,,,,,
49971,graphic,,,,,,,,,,,,,,,,
49972,designer,,,,,,,,,,,,,,,,
49973,Gordon,,,,,,,,,,,,,,,,
49974,Walters,,,,,,,,,,,,,,,,
49975,(,,,,,,,,,,,,,,,,
49976,1919,,,,,,,,,,,,,,,,
49977,-,,,,,,,,,,,,,,,,
49978,1995,,,,,,,,,,,,,,,,
49979,),,,,,,,,,,,,,,,,
49980,is,,,,,,,,,,,,,,,,
49981,renowned,,,,,,,,,,,,,,,,
49982,for,,,,,,,,,,,,,,,,
49983,combining,,,,,,,,,,,,,,,,
49984,the,,,,,,,,,,,,,,,,
49985,symbolic,,,,,,,,,,,,,,,,
49986,Maori,,,,,,,,,,,,,,,,
49987,koru,,,,,,,,,,,,,,,,
49988,with,,,,,,,,,,,,,,,,
49989,European,,,,,,,,,,,,,,,,
49990,abstraction,,,,,,,,,,,,,,,,
49991,in,,,,,,,,,,,,,,,,
49992,seemingly,,,,,,,,,,,,,,,,
49993,endless,,,,,,,,,,,,,,,,
49994,ways,,,,,,,,,,,,,,,,
49995,.,,,,,,,,,,,,,,,,
49996,For,,,,,,,,,,,,,,,,
49997,Maori,,,,,,,,,,,,,,,,
49998,",",,,,,,,,,,,,,,,,
49999,the,,,,,,,,,,,,,,,,
50000,koru,,,,,,,,,,,,,,,,
50001,symbolises,,,,,,,,,,,,,,,,
50002,new,,,,,,,,,,,,,,,,
50003,life,,,,,,,,,,,,,,,,
50004,and,,,,,,,,,,,,,,,,
50005,has,,,,,,,,,,,,,,,,
50006,a,,,,,,,,,,,,,,,,
50007,special,,,,,,,,,,,,,,,,
50008,place,,,,,,,,,,,,,,,,
50009,in,,,,,,,,,,,,,,,,
50010,customary,,,,,,,,,,,,,,,,
50011,art,,,,,,,,,,,,,,,,
50012,.,,,,,,,,,,,,,,,,
50013,Its,,,,,,,,,,,,,,,,
50014,use,,,,,,,,,,,,,,,,
50015,by,,,,,,,,,,,,,,,,
50016,non,,,,,,,,,,,,,,,,
50017,-,,,,,,,,,,,,,,,,
50018,Maori,,,,,,,,,,,,,,,,
50019,artists,,,,,,,,,,,,,,,,
50020,such,,,,,,,,,,,,,,,,
50021,as,,,,,,,,,,,,,,,,
50022,Walters,,,,,,,,,,,,,,,,
50023,has,,,,,,,,,,,,,,,,
50024,been,,,,,,,,,,,,,,,,
50025,hotly,,,,,,,,,,,,,,,,
50026,debated,,,,,,,,,,,,,,,,
50027,.,,,,,,,,,,,,,,,,
50028,Tama,,,,,,,,,,,,,,,,
50029,(,,,,,,,,,,,,,,,,
50030,1977,,,,,,,,,,,,,,,,
50031,),,,,,,,,,,,,,,,,
50032,was,,,,,,,,,,,,,,,,
50033,Walt,,,,,,,,,,,,,,,,
50034,...,,,,,,,,,,,,,,,,
50035,Frame,,,,,,,,,,,,,,,,
50036,Black,,,,,,,,,,,,,,,,
50037,with,,,,,,,,,,,,,,,,
50038,Glass,,,,,,,,,,,,,,,,
50039,White,,,,,,,,,,,,,,,,
50040,with,,,,,,,,,,,,,,,,
50041,Glass,,,,,,,,,,,,,,,,
50042,Black,,,,,,,,,,,,,,,,
50043,with,,,,,,,,,,,,,,,,
50044,Glass,,,,,,,,,,,,,,,,
50045,-,,,,,,,,,,,,,,,,
50046,$,,,,,,,,,,,,,,,,
50047,129,,,,,,,,,,,,,,,,
50048,NZD,,,,,,,,,,,,,,,,
50049,White,,,,,,,,,,,,,,,,
50050,with,,,,,,,,,,,,,,,,
50051,Glass,,,,,,,,,,,,,,,,
50052,-,,,,,,,,,,,,,,,,
50053,$,,,,,,,,,,,,,,,,
50054,129,,,,,,,,,,,,,,,,
50055,NZD,,,,,,,,,,,,,,,,
50056,More,,,,,,,,,,,,,,,,
50057,Info,,,,,,,,,,,,,,,,
50058,Title,,,,,,,,,,,,,,,,
50059,Option,,,,,,,,,,,,,,,,
50060,Name,,,,,,,,,,,,,,,,
50061,*,,,,,,,,,,,,,,,,
50062,Email,,,,,,,,,,,,,,,,
50063,*,,,,,,,,,,,,,,,,
50064,Message,,,,,,,,,,,,,,,,
50065,our,,,,,,,,,,,,,,,,
50066,showroom,,,,,,,,,,,,,,,,
50067,262,,,,,,,,,,,,,,,,
50068,Thorndon,,,,,,,,,,,,,,,,
50069,QuayPipitea,,,,,,,,,,,,,,,,
50070,",",,,,,,,,,,,,,,,,
50071,Wellington,,,,,,,,,,,,,,,,
50072,6011,,,,,,,,,,,,,,,,
50073, ,,,,,,,,,,,,,,,,
50074,New,,,,,,,,,,,,,,,,
50075,Zealand,,,,,,,,,,,,,,,,
50076,64,,,,,,,,,,,,,,,,
50077,4,,,,,,,,,,,,,,,,
50078,499,,,,,,,,,,,,,,,,
50079,3199wellington@yoyo.co.nz,,,,,,,,,,,,,,,,
50080,Mon,,,,,,,,,,,,,,,,
50081,to,,,,,,,,,,,,,,,,
50082,Fri,,,,,,,,,,,,,,,,
50083,9am-5pmSat,,,,,,,,,,,,,,,,
50084,&,,,,,,,,,,,,,,,,
50085,Sun,,,,,,,,,,,,,,,,
50086,10am-4pmClosed,,,,,,,,,,,,,,,,
50087,Public,,,,,,,,,,,,,,,,
50088,Holidays,,,,,,,,,,,,,,,,
50089,info,,,,,,,,,,,,,,,,
50090,About,,,,,,,,,,,,,,,,
50091,Contact,,,,,,,,,,,,,,,,
50092,Gift,,,,,,,,,,,,,,,,
50093,Voucher,,,,,,,,,,,,,,,,
50094,Privacy,,,,,,,,,,,,,,,,
50095,Policy,,,,,,,,,,,,,,,,
50096,Returns,,,,,,,,,,,,,,,,
50097,+,,,,,,,,,,,,,,,,
50098,Exchanges,,,,,,,,,,,,,,,,
50099,Terms,,,,,,,,,,,,,,,,
50100,+,,,,,,,,,,,,,,,,
50101,Conditions,,,,,,,,,,,,,,,,
50102,Delivery,,,,,,,,,,,,,,,,
50103,follow,,,,,,,,,,,,,,,,
50104,us,,,,,,,,,,,,,,,,
50105,subscribe,,,,,,,,,,,,,,,,
50106,YOYO,,,,,,,,,,,,,,,,
50107, ,,,,,,,,,,,,,,,,
50108,is,,,,,,,,,,,,,,,,
50109, ,,,,,,,,,,,,,,,,
50110,a,,,,,,,,,,,,,,,,
50111, ,,,,,,,,,,,,,,,,
50112,proud,,,,,,,,,,,,,,,,
50113,accredited,,,,,,,,,,,,,,,,
50114,living,,,,,,,,,,,,,,,,
50115,wage,,,,,,,,,,,,,,,,
50116,employer,,,,,,,,,,,,,,,,
50117,©,,,,,,,,,,,,,,,,
50118,2023,,,,,,,,,,,,,,,,
50119,YOYO,,,,,,,,,,,,,,,,
50120,Design,,,,,,,,,,,,,,,,
50121,by,,,,,,,,,,,,,,,,
50122,Kiwis,,,,,,,,,,,,,,,,
50123,END_SEQUENCE,,,,,,,,,,,,,,,,
50124,Leather,,,,,,,,,,,,,,,,
50125,",",,,,,,,,,,,,,,,,
50126,Linen,,,,,,,,,,,,,,,,
50127,",",,,,,,,,,,,,,,,,
50128,&,,,,,,,,,,,,,,,,
50129,Velvet,,,,,,,,,,,,,,,,
50130,Sectional,,,,,,,,,,,,,,,,
50131,Sofas,,,,,,,,,,,,,,,,
50132,by,,,,,,,,,,,,,,,,
50133,Timothy,,,,,,,,,,,,,,,,
50134,Oulton,,,,,,,,,,,,,,,,
50135,-,,,,,,,,,,,,,,,,
50136,Timothy,,,,,,,,,,,,,,,,
50137,Oulton,,,,,,,,,,,,,,,,
50138,It,,,,,,,,,,,,,,,,
50139,looks,,,,,,,,,,,,,,,,
50140,like,,,,,,,,,,,,,,,,
50141,you,,,,,,,,,,,,,,,,
50142,are,,,,,,,,,,,,,,,,
50143,browsing,,,,,,,,,,,,,,,,
50144,from,,,,,,,,,,,,,,,,
50145,outside,,,,,,,,,,,,,,,,
50146,{,,,,,,,,,,,,,,,,
50147,origin,,,,,,,,,,,,,,,,
50148,},,,,,,,,,,,,,,,,
50149,.,,,,,,,,,,,,,,,,
50150,Set,,,,,,,,,,,,,,,,
50151,{,,,,,,,,,,,,,,,,
50152,delivery,,,,,,,,,,,,,,,,
50153,},,,,,,,,,,,,,,,,
50154,as,,,,,,,,,,,,,,,,
50155,your,,,,,,,,,,,,,,,,
50156,shipping,,,,,,,,,,,,,,,,
50157,country,,,,,,,,,,,,,,,,
50158,IN,,,,,,,,,,,,,,,,
50159,STOCK,,,,,,,,,,,,,,,,
50160,&,,,,,,,,,,,,,,,,
50161,READY,,,,,,,,,,,,,,,,
50162,FOR,,,,,,,,,,,,,,,,
50163,DELIVERY,,,,,,,,,,,,,,,,
50164,IN,,,,,,,,,,,,,,,,
50165,STOCK,,,,,,,,,,,,,,,,
50166,&,,,,,,,,,,,,,,,,
50167,READY,,,,,,,,,,,,,,,,
50168,FOR,,,,,,,,,,,,,,,,
50169,DELIVERY,,,,,,,,,,,,,,,,
50170,Skip,,,,,,,,,,,,,,,,
50171,to,,,,,,,,,,,,,,,,
50172,main,,,,,,,,,,,,,,,,
50173,content,,,,,,,,,,,,,,,,
50174,Ship,,,,,,,,,,,,,,,,
50175,to,,,,,,,,,,,,,,,,
50176,:,,,,,,,,,,,,,,,,
50177,UK,,,,,,,,,,,,,,,,
50178,World,,,,,,,,,,,,,,,,
50179,of,,,,,,,,,,,,,,,,
50180,Timothy,,,,,,,,,,,,,,,,
50181,Oulton,,,,,,,,,,,,,,,,
50182,(,,,,,,,,,,,,,,,,
50183,Homepage,,,,,,,,,,,,,,,,
50184,),,,,,,,,,,,,,,,,
50185,Interior,,,,,,,,,,,,,,,,
50186,Planning,,,,,,,,,,,,,,,,
50187,Visit,,,,,,,,,,,,,,,,
50188,Us,,,,,,,,,,,,,,,,
50189,(,,,,,,,,,,,,,,,,
50190,Homepage,,,,,,,,,,,,,,,,
50191,),,,,,,,,,,,,,,,,
50192,Search,,,,,,,,,,,,,,,,
50193,Account,,,,,,,,,,,,,,,,
50194,0,,,,,,,,,,,,,,,,
50195,Basket,,,,,,,,,,,,,,,,
50196,(,,,,,,,,,,,,,,,,
50197,Homepage,,,,,,,,,,,,,,,,
50198,),,,,,,,,,,,,,,,,
50199,(,,,,,,,,,,,,,,,,
50200,Homepage,,,,,,,,,,,,,,,,
