,word,tag,,,,,,,,,
25229,x,,,,,,,,,,
25230,3500,,,,,,,,,,
25231,mm,,,,,,,,,,
25232,\/,,,,,,,,,,
25233,"Ash"",""option1"":""3500",,,,,,,,,,
25234,x,,,,,,,,,,
25235,3500,,,,,,,,,,
25236,"mm"",""option2"":""Ash"",""option3"":null,""sku"":""NebraskaRug16"",""requires_shipping"":true,""taxable"":true,""featured_image"":{""id"":5618260705343,""product_id"":1392752590911,""position"":1,""created_at"":""2019",,,,,,,,,,
25237,-,,,,,,,,,,
25238,6,,,,,,,,,,
25239,-,,,,,,,,,,
25240,13T20:12:39,,,,,,,,,,
25241,+,,,,,,,,,,
25242,"12:00"",""updated_at"":""2019",,,,,,,,,,
25243,-,,,,,,,,,,
25244,9,,,,,,,,,,
25245,-,,,,,,,,,,
25246,14T11:41:49,,,,,,,,,,
25247,+,,,,,,,,,,
25248,"12:00"",""alt"":null,""width"":750,""height"":1125,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109"",""variant_ids"":[12658603720767,12658603819071,12658604113983,14373443862591,14478276165695]},""available"":true,""name"":""Nebraska",,,,,,,,,,
25249,Floor,,,,,,,,,,
25250,Rug,,,,,,,,,,
25251,-,,,,,,,,,,
25252,3500,,,,,,,,,,
25253,x,,,,,,,,,,
25254,3500,,,,,,,,,,
25255,mm,,,,,,,,,,
25256,\/,,,,,,,,,,
25257,"Ash"",""public_title"":""3500",,,,,,,,,,
25258,x,,,,,,,,,,
25259,3500,,,,,,,,,,
25260,mm,,,,,,,,,,
25261,\/,,,,,,,,,,
25262,"Ash"",""options"":[""3500",,,,,,,,,,
25263,x,,,,,,,,,,
25264,3500,,,,,,,,,,
25265,"mm"",""Ash""],""price"":309900,""weight"":0,""compare_at_price"":null,""inventory_quantity"":0,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""featured_media"":{""alt"":null,""id"":536477759,""position"":1,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109""}},""requires_selling_plan"":false,""selling_plan_allocations"":[],""quantity_rule"":{""min"":1,""max"":null,""increment"":1}},{""id"":14373442977855,""title"":""3500",,,,,,,,,,
25266,x,,,,,,,,,,
25267,3500,,,,,,,,,,
25268,mm,,,,,,,,,,
25269,\/,,,,,,,,,,
25270,Natural,,,,,,,,,,
25271,"White"",""option1"":""3500",,,,,,,,,,
25272,x,,,,,,,,,,
25273,3500,,,,,,,,,,
25274,"mm"",""option2"":""Natural",,,,,,,,,,
25275,"White"",""option3"":null,""sku"":""NebraskaRug14"",""requires_shipping"":true,""taxable"":true,""featured_image"":{""id"":5618280398911,""product_id"":1392752590911,""position"":3,""created_at"":""2019",,,,,,,,,,
25276,-,,,,,,,,,,
25277,6,,,,,,,,,,
25278,-,,,,,,,,,,
25279,13T20:17:30,,,,,,,,,,
25280,+,,,,,,,,,,
25281,"12:00"",""updated_at"":""2020",,,,,,,,,,
25282,-,,,,,,,,,,
25283,12,,,,,,,,,,
25284,-,,,,,,,,,,
25285,17T14:32:57,,,,,,,,,,
25286,+,,,,,,,,,,
25287,"13:00"",""alt"":null,""width"":750,""height"":1125,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Floor_Rug_natural_white_detail.jpg?v=1608168777"",""variant_ids"":[12658603589695,12658603687999,12658604179519,14373442977855,14478276132927]},""available"":true,""name"":""Nebraska",,,,,,,,,,
25288,Floor,,,,,,,,,,
25289,Rug,,,,,,,,,,
25290,-,,,,,,,,,,
25291,3500,,,,,,,,,,
25292,x,,,,,,,,,,
25293,3500,,,,,,,,,,
25294,mm,,,,,,,,,,
25295,\/,,,,,,,,,,
25296,Natural,,,,,,,,,,
25297,"White"",""public_title"":""3500",,,,,,,,,,
25298,x,,,,,,,,,,
25299,3500,,,,,,,,,,
25300,mm,,,,,,,,,,
25301,\/,,,,,,,,,,
25302,Natural,,,,,,,,,,
25303,"White"",""options"":[""3500",,,,,,,,,,
25304,x,,,,,,,,,,
25305,3500,,,,,,,,,,
25306,"mm"",""Natural",,,,,,,,,,
25307,"White""],""price"":309900,""weight"":0,""compare_at_price"":null,""inventory_quantity"":0,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""featured_media"":{""alt"":null,""id"":536543295,""position"":3,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Floor_Rug_natural_white_detail.jpg?v=1608168777""}},""requires_selling_plan"":false,""selling_plan_allocations"":[],""quantity_rule"":{""min"":1,""max"":null,""increment"":1}},{""id"":14373443928127,""title"":""3500",,,,,,,,,,
25308,x,,,,,,,,,,
25309,3500,,,,,,,,,,
25310,mm,,,,,,,,,,
25311,\/,,,,,,,,,,
25312,"Pebble"",""option1"":""3500",,,,,,,,,,
25313,x,,,,,,,,,,
25314,3500,,,,,,,,,,
25315,"mm"",""option2"":""Pebble"",""option3"":null,""sku"":""NebraskaRug15"",""requires_shipping"":true,""taxable"":true,""featured_image"":{""id"":5618290229311,""product_id"":1392752590911,""position"":4,""created_at"":""2019",,,,,,,,,,
25316,-,,,,,,,,,,
25317,6,,,,,,,,,,
25318,-,,,,,,,,,,
25319,13T20:19:51,,,,,,,,,,
25320,+,,,,,,,,,,
25321,"12:00"",""updated_at"":""2020",,,,,,,,,,
25322,-,,,,,,,,,,
25323,12,,,,,,,,,,
25324,-,,,,,,,,,,
25325,17T14:32:57,,,,,,,,,,
25326,+,,,,,,,,,,
25327,"13:00"",""alt"":null,""width"":750,""height"":1125,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_pebble_detail.jpg?v=1608168777"",""variant_ids"":[12658603622463,12658603982911,12658604081215,13993899262015,14373443928127]},""available"":true,""name"":""Nebraska",,,,,,,,,,
25328,Floor,,,,,,,,,,
25329,Rug,,,,,,,,,,
25330,-,,,,,,,,,,
25331,3500,,,,,,,,,,
25332,x,,,,,,,,,,
25333,3500,,,,,,,,,,
25334,mm,,,,,,,,,,
25335,\/,,,,,,,,,,
25336,"Pebble"",""public_title"":""3500",,,,,,,,,,
25337,x,,,,,,,,,,
25338,3500,,,,,,,,,,
25339,mm,,,,,,,,,,
25340,\/,,,,,,,,,,
25341,"Pebble"",""options"":[""3500",,,,,,,,,,
25342,x,,,,,,,,,,
25343,3500,,,,,,,,,,
25344,"mm"",""Pebble""],""price"":309900,""weight"":0,""compare_at_price"":null,""inventory_quantity"":0,""inventory_management"":""shopify"",""inventory_policy"":""continue"",""barcode"":null,""featured_media"":{""alt"":null,""id"":536608831,""position"":4,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_pebble_detail.jpg?v=1608168777""}},""requires_selling_plan"":false,""selling_plan_allocations"":[],""quantity_rule"":{""min"":1,""max"":null,""increment"":1}}],""images"":[""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_charcoal_detail.jpg?v=1568418109"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Floor_Rug_natural_white_detail.jpg?v=1608168777"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_pebble_detail.jpg?v=1608168777"",""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Grid_navy",,,,,,,,,,
25345,-,,,,,,,,,,
25346,fawn_throw_Nebraska_silver_rug_511x768_5c8dc8b6,,,,,,,,,,
25347,-,,,,,,,,,,
25348,23c5,,,,,,,,,,
25349,-,,,,,,,,,,
25350,409e-9e28,,,,,,,,,,
25351,-,,,,,,,,,,
25352,"b8a6a5d0d037.JPG?v=1608168777""],""featured_image"":""\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109"",""options"":[""Size"",""Colour""],""media"":[{""alt"":null,""id"":536477759,""position"":1,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109""},""aspect_ratio"":0.667,""height"":1125,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_ash_detail.jpg?v=1568418109"",""width"":750},{""alt"":null,""id"":536510527,""position"":2,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_charcoal_detail.jpg?v=1568418109""},""aspect_ratio"":0.667,""height"":1125,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_charcoal_detail.jpg?v=1568418109"",""width"":750},{""alt"":null,""id"":536543295,""position"":3,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Floor_Rug_natural_white_detail.jpg?v=1608168777""},""aspect_ratio"":0.667,""height"":1125,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Floor_Rug_natural_white_detail.jpg?v=1608168777"",""width"":750},{""alt"":null,""id"":536608831,""position"":4,""preview_image"":{""aspect_ratio"":0.667,""height"":1125,""width"":750,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_pebble_detail.jpg?v=1608168777""},""aspect_ratio"":0.667,""height"":1125,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Nebraska_Rug_pebble_detail.jpg?v=1608168777"",""width"":750},{""alt"":null,""id"":536641599,""position"":5,""preview_image"":{""aspect_ratio"":0.665,""height"":768,""width"":511,""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Grid_navy",,,,,,,,,,
25353,-,,,,,,,,,,
25354,fawn_throw_Nebraska_silver_rug_511x768_5c8dc8b6,,,,,,,,,,
25355,-,,,,,,,,,,
25356,23c5,,,,,,,,,,
25357,-,,,,,,,,,,
25358,409e-9e28,,,,,,,,,,
25359,-,,,,,,,,,,
25360,"b8a6a5d0d037.JPG?v=1608168777""},""aspect_ratio"":0.665,""height"":768,""media_type"":""image"",""src"":""https:\/\/cdn.shopify.com\/s\/files\/1\/0922\/6554\/products\/Grid_navy",,,,,,,,,,
25361,-,,,,,,,,,,
25362,fawn_throw_Nebraska_silver_rug_511x768_5c8dc8b6,,,,,,,,,,
25363,-,,,,,,,,,,
25364,23c5,,,,,,,,,,
25365,-,,,,,,,,,,
25366,409e-9e28,,,,,,,,,,
25367,-,,,,,,,,,,
25368,"b8a6a5d0d037.JPG?v=1608168777"",""width"":511}],""requires_selling_plan"":false,""selling_plan_groups"":[],""content"":""\u003cp\u003eCreate",,,,,,,,,,
25369,a,,,,,,,,,,
25370,contemporary,,,,,,,,,,
25371,look,,,,,,,,,,
25372,by,,,,,,,,,,
25373,adding,,,,,,,,,,
25374,the,,,,,,,,,,
25375,soft,,,,,,,,,,
25376,woven,,,,,,,,,,
25377,texture,,,,,,,,,,
25378,of,,,,,,,,,,
25379,a,,,,,,,,,,
25380,Nebraska,,,,,,,,,,
25381,floor,,,,,,,,,,
25382,rug,,,,,,,,,,
25383,.,,,,,,,,,,
25384,The,,,,,,,,,,
25385,felted,,,,,,,,,,
25386,wool,,,,,,,,,,
25387,adds,,,,,,,,,,
25388,warmth,,,,,,,,,,
25389,and,,,,,,,,,,
25390,interest,,,,,,,,,,
25391,",",,,,,,,,,,
25392,while,,,,,,,,,,
25393,the,,,,,,,,,,
25394,delicate,,,,,,,,,,
25395,natural,,,,,,,,,,
25396,colours,,,,,,,,,,
25397,suit,,,,,,,,,,
25398,any,,,,,,,,,,
25399,space.\u003c\/p\u003e\n\u003cp\u003e\u003cb\u003eMaterial,,,,,,,,,,
25400, ,,,,,,,,,,
25401,\u003c\/b\u003ewool,,,,,,,,,,
25402,\/,,,,,,,,,,
25403, ,,,,,,,,,,
25404,viscose\u003c\/p\u003e\n\u003cp\u003e\u003cem\u003eThis,,,,,,,,,,
25405,product,,,,,,,,,,
25406,can,,,,,,,,,,
25407,be,,,,,,,,,,
25408,tailor,,,,,,,,,,
25409,-,,,,,,,,,,
25410,made,,,,,,,,,,
25411,.,,,,,,,,,,
25412,It,,,,,,,,,,
25413,may,,,,,,,,,,
25414,be,,,,,,,,,,
25415,an,,,,,,,,,,
25416,option,,,,,,,,,,
25417,to,,,,,,,,,,
25418,change,,,,,,,,,,
25419,the,,,,,,,,,,
25420,dimensions,,,,,,,,,,
25421,",",,,,,,,,,,
25422,colour,,,,,,,,,,
25423,",",,,,,,,,,,
25424,material,,,,,,,,,,
25425,",",,,,,,,,,,
25426,or,,,,,,,,,,
25427,upholstery,,,,,,,,,,
25428,.,,,,,,,,,,
25429,Enquire,,,,,,,,,,
25430,Now,,,,,,,,,,
25431,using,,,,,,,,,,
25432,the,,,,,,,,,,
25433,button,,,,,,,,,,
25434,below.\u003c\/em\u003e\u003c\/p\u003e\n\u003cp\u003e\u003cstrong\u003eCheck,,,,,,,,,,
25435,out\u003c\/strong\u003e,,,,,,,,,,
25436,other,,,,,,,,,,
25437,\u003ca,,,,,,,,,,
25438,"href=\""https:\/\/yoyo.co.nz\/collections\/plain",,,,,,,,,,
25439,-,,,,,,,,,,
25440,"rugs\""\u003ePlain",,,,,,,,,,
25441,rugs\u003c\/a\u003e.\u003c\/p\u003e,,,,,,,,,,
25442,"""",,,,,,,,,,
25443,},,,,,,,,,,
25444,Nebraska,,,,,,,,,,
25445,Floor,,,,,,,,,,
25446,Rug,,,,,,,,,,
25447,$,,,,,,,,,,
25448,899,,,,,,,,,,
25449,Create,,,,,,,,,,
25450,a,,,,,,,,,,
25451,contemporary,,,,,,,,,,
25452,look,,,,,,,,,,
25453,by,,,,,,,,,,
25454,adding,,,,,,,,,,
25455,the,,,,,,,,,,
25456,soft,,,,,,,,,,
25457,woven,,,,,,,,,,
25458,texture,,,,,,,,,,
25459,of,,,,,,,,,,
25460,a,,,,,,,,,,
25461,Nebraska,,,,,,,,,,
25462,floor,,,,,,,,,,
25463,rug,,,,,,,,,,
25464,.,,,,,,,,,,
25465,The,,,,,,,,,,
25466,felted,,,,,,,,,,
25467,wool,,,,,,,,,,
25468,adds,,,,,,,,,,
25469,warmth,,,,,,,,,,
25470,and,,,,,,,,,,
25471,interest,,,,,,,,,,
25472,",",,,,,,,,,,
25473,while,,,,,,,,,,
25474,the,,,,,,,,,,
25475,delicate,,,,,,,,,,
25476,natural,,,,,,,,,,
25477,colours,,,,,,,,,,
25478,suit,,,,,,,,,,
25479,any,,,,,,,,,,
25480,space,,,,,,,,,,
25481,.,,,,,,,,,,
25482,Material,,,,,,,,,,
25483, ,,,,,,,,,,
25484,wool,,,,,,,,,,
25485,/,,,,,,,,,,
25486, ,,,,,,,,,,
25487,viscose,,,,,,,,,,
25488,This,,,,,,,,,,
25489,product,,,,,,,,,,
25490,can,,,,,,,,,,
25491,be,,,,,,,,,,
25492,tailor,,,,,,,,,,
25493,-,,,,,,,,,,
25494,made,,,,,,,,,,
25495,.,,,,,,,,,,
25496,It,,,,,,,,,,
25497,may,,,,,,,,,,
25498,be,,,,,,,,,,
25499,an,,,,,,,,,,
25500,option,,,,,,,,,,
25501,to,,,,,,,,,,
25502,change,,,,,,,,,,
25503,the,,,,,,,,,,
25504,dimensions,,,,,,,,,,
25505,",",,,,,,,,,,
25506,colour,,,,,,,,,,
25507,",",,,,,,,,,,
25508,material,,,,,,,,,,
25509,",",,,,,,,,,,
25510,or,,,,,,,,,,
25511,upholstery,,,,,,,,,,
25512,.,,,,,,,,,,
25513,Enquire,,,,,,,,,,
25514,Now,,,,,,,,,,
25515,using,,,,,,,,,,
25516,the,,,,,,,,,,
25517,button,,,,,,,,,,
25518,belo,,,,,,,,,,
25519,...,,,,,,,,,,
25520,Size,,,,,,,,,,
25521,1600,,,,,,,,,,
25522,x,,,,,,,,,,
25523,2300,,,,,,,,,,
25524,mm,,,,,,,,,,
25525,2000,,,,,,,,,,
25526,x,,,,,,,,,,
25527,3000,,,,,,,,,,
25528,mm,,,,,,,,,,
25529,2500,,,,,,,,,,
25530,x,,,,,,,,,,
25531,3500,,,,,,,,,,
25532,mm,,,,,,,,,,
25533,3000,,,,,,,,,,
25534,x,,,,,,,,,,
25535,4000,,,,,,,,,,
25536,mm,,,,,,,,,,
25537,3500,,,,,,,,,,
25538,x,,,,,,,,,,
25539,3500,,,,,,,,,,
25540,mm,,,,,,,,,,
25541,Colour,,,,,,,,,,
25542,Ash,,,,,,,,,,
25543,Charcoal,,,,,,,,,,
25544,Natural,,,,,,,,,,
25545,White,,,,,,,,,,
25546,Pebble,,,,,,,,,,
25547,1600,,,,,,,,,,
25548,x,,,,,,,,,,
25549,2300,,,,,,,,,,
25550,mm,,,,,,,,,,
25551,/,,,,,,,,,,
25552,Ash,,,,,,,,,,
25553,-,,,,,,,,,,
25554,$,,,,,,,,,,
25555,899,,,,,,,,,,
25556,NZD,,,,,,,,,,
25557,1600,,,,,,,,,,
25558,x,,,,,,,,,,
25559,2300,,,,,,,,,,
25560,mm,,,,,,,,,,
25561,/,,,,,,,,,,
25562,Charcoal,,,,,,,,,,
25563,-,,,,,,,,,,
25564,$,,,,,,,,,,
25565,899,,,,,,,,,,
25566,NZD,,,,,,,,,,
25567,1600,,,,,,,,,,
25568,x,,,,,,,,,,
25569,2300,,,,,,,,,,
25570,mm,,,,,,,,,,
25571,/,,,,,,,,,,
25572,Natural,,,,,,,,,,
25573,White,,,,,,,,,,
25574,-,,,,,,,,,,
25575,$,,,,,,,,,,
25576,899,,,,,,,,,,
25577,NZD,,,,,,,,,,
25578,1600,,,,,,,,,,
25579,x,,,,,,,,,,
25580,2300,,,,,,,,,,
25581,mm,,,,,,,,,,
25582,/,,,,,,,,,,
25583,Pebble,,,,,,,,,,
25584,-,,,,,,,,,,
25585,$,,,,,,,,,,
25586,899,,,,,,,,,,
25587,NZD,,,,,,,,,,
25588,2000,,,,,,,,,,
25589,x,,,,,,,,,,
25590,3000,,,,,,,,,,
25591,mm,,,,,,,,,,
25592,/,,,,,,,,,,
25593,Ash,,,,,,,,,,
25594,-,,,,,,,,,,
25595,$,,,,,,,,,,
25596,1399,,,,,,,,,,
25597,NZD,,,,,,,,,,
25598,2000,,,,,,,,,,
25599,x,,,,,,,,,,
25600,3000,,,,,,,,,,
25601,mm,,,,,,,,,,
25602,/,,,,,,,,,,
25603,Charcoal,,,,,,,,,,
25604,-,,,,,,,,,,
25605,$,,,,,,,,,,
25606,1399,,,,,,,,,,
25607,NZD,,,,,,,,,,
25608,2000,,,,,,,,,,
25609,x,,,,,,,,,,
25610,3000,,,,,,,,,,
25611,mm,,,,,,,,,,
25612,/,,,,,,,,,,
25613,Natural,,,,,,,,,,
25614,White,,,,,,,,,,
25615,-,,,,,,,,,,
25616,$,,,,,,,,,,
25617,1399,,,,,,,,,,
25618,NZD,,,,,,,,,,
25619,2000,,,,,,,,,,
25620,x,,,,,,,,,,
25621,3000,,,,,,,,,,
25622,mm,,,,,,,,,,
25623,/,,,,,,,,,,
25624,Pebble,,,,,,,,,,
25625,-,,,,,,,,,,
25626,$,,,,,,,,,,
25627,1399,,,,,,,,,,
25628,NZD,,,,,,,,,,
25629,2500,,,,,,,,,,
25630,x,,,,,,,,,,
25631,3500,,,,,,,,,,
25632,mm,,,,,,,,,,
25633,/,,,,,,,,,,
25634,Ash,,,,,,,,,,
25635,-,,,,,,,,,,
25636,$,,,,,,,,,,
25637,2299,,,,,,,,,,
25638,NZD,,,,,,,,,,
25639,2500,,,,,,,,,,
25640,x,,,,,,,,,,
25641,3500,,,,,,,,,,
25642,mm,,,,,,,,,,
25643,/,,,,,,,,,,
25644,Charcoal,,,,,,,,,,
25645,-,,,,,,,,,,
25646,$,,,,,,,,,,
25647,2299,,,,,,,,,,
25648,NZD,,,,,,,,,,
25649,2500,,,,,,,,,,
25650,x,,,,,,,,,,
25651,3500,,,,,,,,,,
25652,mm,,,,,,,,,,
25653,/,,,,,,,,,,
25654,Natural,,,,,,,,,,
25655,White,,,,,,,,,,
25656,-,,,,,,,,,,
25657,$,,,,,,,,,,
25658,2299,,,,,,,,,,
25659,NZD,,,,,,,,,,
25660,2500,,,,,,,,,,
25661,x,,,,,,,,,,
25662,3500,,,,,,,,,,
25663,mm,,,,,,,,,,
25664,/,,,,,,,,,,
25665,Pebble,,,,,,,,,,
25666,-,,,,,,,,,,
25667,$,,,,,,,,,,
25668,2299,,,,,,,,,,
25669,NZD,,,,,,,,,,
25670,3000,,,,,,,,,,
25671,x,,,,,,,,,,
25672,4000,,,,,,,,,,
25673,mm,,,,,,,,,,
25674,/,,,,,,,,,,
25675,Ash,,,,,,,,,,
25676,-,,,,,,,,,,
25677,$,,,,,,,,,,
25678,2999,,,,,,,,,,
25679,NZD,,,,,,,,,,
25680,3000,,,,,,,,,,
25681,x,,,,,,,,,,
25682,4000,,,,,,,,,,
25683,mm,,,,,,,,,,
25684,/,,,,,,,,,,
25685,Charcoal,,,,,,,,,,
25686,-,,,,,,,,,,
25687,$,,,,,,,,,,
25688,2999,,,,,,,,,,
25689,NZD,,,,,,,,,,
25690,3000,,,,,,,,,,
25691,x,,,,,,,,,,
25692,4000,,,,,,,,,,
25693,mm,,,,,,,,,,
25694,/,,,,,,,,,,
25695,Natural,,,,,,,,,,
25696,White,,,,,,,,,,
25697,-,,,,,,,,,,
25698,$,,,,,,,,,,
25699,2999,,,,,,,,,,
25700,NZD,,,,,,,,,,
25701,3000,,,,,,,,,,
25702,x,,,,,,,,,,
25703,4000,,,,,,,,,,
25704,mm,,,,,,,,,,
25705,/,,,,,,,,,,
25706,Pebble,,,,,,,,,,
25707,-,,,,,,,,,,
25708,$,,,,,,,,,,
25709,2999,,,,,,,,,,
25710,NZD,,,,,,,,,,
25711,3500,,,,,,,,,,
25712,x,,,,,,,,,,
25713,3500,,,,,,,,,,
25714,mm,,,,,,,,,,
25715,/,,,,,,,,,,
25716,Ash,,,,,,,,,,
25717,-,,,,,,,,,,
25718,$,,,,,,,,,,
25719,3099,,,,,,,,,,
25720,NZD,,,,,,,,,,
25721,3500,,,,,,,,,,
25722,x,,,,,,,,,,
25723,3500,,,,,,,,,,
25724,mm,,,,,,,,,,
25725,/,,,,,,,,,,
25726,Natural,,,,,,,,,,
25727,White,,,,,,,,,,
25728,-,,,,,,,,,,
25729,$,,,,,,,,,,
25730,3099,,,,,,,,,,
25731,NZD,,,,,,,,,,
25732,3500,,,,,,,,,,
25733,x,,,,,,,,,,
25734,3500,,,,,,,,,,
25735,mm,,,,,,,,,,
25736,/,,,,,,,,,,
25737,Pebble,,,,,,,,,,
25738,-,,,,,,,,,,
25739,$,,,,,,,,,,
25740,3099,,,,,,,,,,
25741,NZD,,,,,,,,,,
25742,More,,,,,,,,,,
25743,Info,,,,,,,,,,
25744,Quick,,,,,,,,,,
25745,View,,,,,,,,,,
25746,Mackenzie,,,,,,,,,,
25747,Floor,,,,,,,,,,
25748,Rug,,,,,,,,,,
25749,From,,,,,,,,,,
25750,$,,,,,,,,,,
25751,1199,,,,,,,,,,
25752,,, , ,,,,,,,
25753,{,,,,,,,,,,
25754,"""",,,,,,,,,,
25755,"id"":1392741384255,""title"":""Mackenzie",,,,,,,,,,
25756,Floor,,,,,,,,,,
25757,"Rug"",""handle"":""mackenzie",,,,,,,,,,
25758,-,,,,,,,,,,
25759,floor,,,,,,,,,,
25760,-,,,,,,,,,,
25761,"rug"",""description"":""\u003cp\u003eLift",,,,,,,,,,
25762,the,,,,,,,,,,
25763,ambience,,,,,,,,,,
25764,of,,,,,,,,,,
25765,your,,,,,,,,,,
25766,room,,,,,,,,,,
25767,with,,,,,,,,,,
25768,the,,,,,,,,,,
25769,stunning,,,,,,,,,,
25770,texture,,,,,,,,,,
25771,of,,,,,,,,,,
25772,the,,,,,,,,,,
25773,Mackenzie,,,,,,,,,,
25774,floor,,,,,,,,,,
25775,rug,,,,,,,,,,
25776,.,,,,,,,,,,
25777,Handwoven,,,,,,,,,,
25778,from,,,,,,,,,,
25779,a,,,,,,,,,,
25780,blend,,,,,,,,,,
25781,of,,,,,,,,,,
25782,New,,,,,,,,,,
25783,Zealand,,,,,,,,,,
25784,wool,,,,,,,,,,
25785,",",,,,,,,,,,
25786,the,,,,,,,,,,
25787,generous,,,,,,,,,,
25788,loop,,,,,,,,,,
25789,pile,,,,,,,,,,
25790,will,,,,,,,,,,
25791,create,,,,,,,,,,
25792,a,,,,,,,,,,
25793,relaxed,,,,,,,,,,
25794,and,,,,,,,,,,
25795,natural,,,,,,,,,,
25796,feel,,,,,,,,,,
25797,in,,,,,,,,,,
25798,your,,,,,,,,,,
25799,interior,,,,,,,,,,
25800,.,,,,,,,,,,
25801,The,,,,,,,,,,
25802,subtle,,,,,,,,,,
25803,colourways,,,,,,,,,,
25804,make,,,,,,,,,,
25805,this,,,,,,,,,,
25806,an,,,,,,,,,,
25807,effortless,,,,,,,,,,
25808,piece,,,,,,,,,,
25809,to,,,,,,,,,,
25810,style,,,,,,,,,,
25811,around.\u003c\/p\u003e\n\u003cp\u003e\u003cb\u003eMaterial\u003c\/b\u003e,,,,,,,,,,
25812, ,,,,,,,,,,
25813,100,,,,,,,,,,
25814,%,,,,,,,,,,
25815,wool,,,,,,,,,,
25816,(,,,,,,,,,,
25817,20,,,,,,,,,,
25818,mm,,,,,,,,,,
25819,pile)\u003c\/p\u003e\n\u003cp\u003eThis,,,,,,,,,,
25820,product,,,,,,,,,,
25821,can,,,,,,,,,,
25822,be,,,,,,,,,,
25823,tailor,,,,,,,,,,
25824,-,,,,,,,,,,
25825,made,,,,,,,,,,
25826,i.e.,,,,,,,,,,
25827,alternative,,,,,,,,,,
25828,dimensions,,,,,,,,,,
25829,",",,,,,,,,,,
25830,colour,,,,,,,,,,
25831,",",,,,,,,,,,
25832,material,,,,,,,,,,
25833,",",,,,,,,,,,
25834,or,,,,,,,,,,
25835,upholstery,,,,,,,,,,
25836,",",,,,,,,,,,
25837,may,,,,,,,,,,
25838,be,,,,,,,,,,
25839,an,,,,,,,,,,
25840,option,,,,,,,,,,
25841,.,,,,,,,,,,
25842,Please,,,,,,,,,,
25843,Enquire,,,,,,,,,,
25844,Now.\u003c\/p\u003e\n\u003cp\u003eCheck,,,,,,,,,,
25845,out,,,,,,,,,,
25846,other,,,,,,,,,,
25847,\u003ca,,,,,,,,,,
25848,"href=\""https:\/\/yoyo.co.nz\/collections\/plain",,,,,,,,,,
25849,-,,,,,,,,,,
25850,"rugs\""\u003ePlain",,,,,,,,,,
25851,"rugs\u003c\/a\u003e.\u003c\/p\u003e"",""published_at"":""2018",,,,,,,,,,
25852,-,,,,,,,,,,
25853,8,,,,,,,,,,
25854,-,,,,,,,,,,
25855,07T09:23:22,,,,,,,,,,
25856,+,,,,,,,,,,
25857,"12:00"",""created_at"":""2018",,,,,,,,,,
25858,-,,,,,,,,,,
25859,8,,,,,,,,,,
25860,-,,,,,,,,,,
25861,07T09:23:22,,,,,,,,,,
